5181.127400 5692.007200
6440.015900 6110.416000
9087.191400 9580.675700
5222.632500 6525.772900
7631.763700 8922.391400
5002.594100 7338.786000
2733.237700 2843.409500
198.065100 3283.791600
728.782000 1731.620200
4273.506900 438.856200
330.820600 7413.556300
538.346500 9743.644500
2389.294100 3078.402100
5182.042900 664.388000
8520.767800 2700.277700
9444.257900 5319.376200
6943.266100 1565.904700
7996.459900 7852.412500
7668.385900 4111.758800
4427.625400 1404.156600
7866.451000 2370.677800
7476.424500 4788.659300
9306.009100 8945.585500
9592.272700 7525.864400
8910.794400 7222.510500
9960.936300 8579.363400
5720.999800 9329.508300
1169.164100 5763.725700
1097.445600 7473.067400
3887.142600 5816.522700
1499.374400 5534.226500
399.182100 9396.649100
6026.490100 8269.905700
8088.930900 5077.669600
9157.384000 8995.635900
6905.118000 9817.194100
3424.481900 9789.117100
5121.311100 708.029400
3025.605000 3825.800300
4897.000000 3425.092300
3874.324800 2334.666000
2018.494200 3749.198900
7265.236400 583.208700
1072.115200 4929.044500
3993.652200 3461.409300
7921.994700 398.571700
691.549400 4141.056600
5115.817700 722.373100
5227.210300 4649.800100
3140.354600 4066.896600
3838.618100 4636.372000
1057.771500 1120.334500
2846.156200 2981.963600
1769.463200 4860.683000
4081.240300 9472.029800
5449.079900 9511.398700
2509.231800 9994.811900
69.277000 9727.774900
2716.452500 5731.681300
1863.765400 277.718400
1958.983100 7752.311800
4188.360200 4061.098100
1443.220300 3737.601900
302.438400 8820.459600
4235.358700 6080.202600
2335.886700 9513.535000
1925.717900 7224.646700
3802.301100 9822.992600
8987.395900 8566.850800
5592.822000 7225.867500
3625.293700 9724.417900
5314.798400 6360.362600
5213.477000 9423.505400
650.044300 8376.110100
4012.573600 6164.128500
3323.770900 8979.155900
405.285800 2708.822900
47.914100 9042.634400
1735.587600 4135.868400
2067.629000 7195.349000
2653.279200 8975.188500
3221.839000 6228.217400
4324.167600 3300.271600
9266.640200 3322.550100
7248.756400 2298.959300
1599.475100 3232.215300
2349.009700 6939.909100
3788.567800 1924.497200
2234.565300 5680.410200
1963.560900 7524.033300
228.583600 8539.079000
1483.199600 8400.524900
5829.340500 7904.294000
8311.410900 1557.054400
7140.415700 6613.055800
9402.142400 8815.576600
9244.361700 5812.250100
6321.604100 3702.200400
6019.470800 3884.395900
5212.866600 4784.997100
7893.917700 4561.906800
7405.011100 2234.565300
7520.065900 6801.660200
8752.098100 3391.827100
6842.555000 6631.672100
6299.325500 3017.670200
7266.457100 4518.875700
4052.552900 1909.848300
8579.058200 139.774800
566.423500 4487.441600
3793.450700 4707.480100
